,Thrombolysis_rate_(%)_(median),Thrombolysis_rate_(%)_(low_5%),Thrombolysis_rate_(%)_(high_95%),Thrombolysis_rate_(%)_(mean),Thrombolysis_rate_(%)_(stdev),Thrombolysis_rate_(%)_(95ci),Thrombectomy_rate_(%)_(median),Thrombectomy_rate_(%)_(low_5%),Thrombectomy_rate_(%)_(high_95%),Thrombectomy_rate_(%)_(mean),Thrombectomy_rate_(%)_(stdev),Thrombectomy_rate_(%)_(95ci),LVO_IVT_mean_shift_(median),LVO_IVT_mean_shift_(low_5%),LVO_IVT_mean_shift_(high_95%),LVO_IVT_mean_shift_(mean),LVO_IVT_mean_shift_(stdev),LVO_IVT_mean_shift_(95ci),LVO_MT_mean_shift_(median),LVO_MT_mean_shift_(low_5%),LVO_MT_mean_shift_(high_95%),LVO_MT_mean_shift_(mean),LVO_MT_mean_shift_(stdev),LVO_MT_mean_shift_(95ci),nLVO_IVT_mean_shift_(median),nLVO_IVT_mean_shift_(low_5%),nLVO_IVT_mean_shift_(high_95%),nLVO_IVT_mean_shift_(mean),nLVO_IVT_mean_shift_(stdev),nLVO_IVT_mean_shift_(95ci),LVO_IVT_mean_added_utility_(median),LVO_IVT_mean_added_utility_(low_5%),LVO_IVT_mean_added_utility_(high_95%),LVO_IVT_mean_added_utility_(mean),LVO_IVT_mean_added_utility_(stdev),LVO_IVT_mean_added_utility_(95ci),LVO_MT_mean_added_utility_(median),LVO_MT_mean_added_utility_(low_5%),LVO_MT_mean_added_utility_(high_95%),LVO_MT_mean_added_utility_(mean),LVO_MT_mean_added_utility_(stdev),LVO_MT_mean_added_utility_(95ci),nLVO_IVT_mean_added_utility_(median),nLVO_IVT_mean_added_utility_(low_5%),nLVO_IVT_mean_added_utility_(high_95%),nLVO_IVT_mean_added_utility_(mean),nLVO_IVT_mean_added_utility_(stdev),nLVO_IVT_mean_added_utility_(95ci),onset_to_needle_mins(mean),onset_to_puncture_mins(mean)
Lincoln County Hospital,12.013536379018614,10.549915397631134,13.68020304568528,12.098138747884942,1.1675263138457113,0.7236270094064281,0.5076142131979695,0.41455160744500846,1.1421319796954306,0.6429780033840947,0.32693461356321357,0.20263244937489133,-0.09901601088647306,-0.10912011846856966,-0.08971376254987999,-0.09844327202698261,0.00708354631324062,0.0043903468160458314,-0.02526141099116691,-0.3564684318870414,0.10475955610357612,-0.09884114916729361,0.19677465558214263,0.12195995401325307,-0.3918345013221395,-0.4199148590143964,-0.37071856575186296,-0.3936340867941939,0.01941567556915021,0.012033739266596344,0.023445046336696546,0.021712946749997016,0.025311321726288482,0.023335150475959594,0.0013112990953558755,0.0008127366651670374,0.010517858607858841,-0.014764438964241733,0.07371439211865827,0.024561881819247823,0.03785966153058788,0.02346523014139048,0.07307769283834063,0.06927170326172431,0.07799857776794276,0.07336442634015428,0.003448659733190844,0.002137462170740456,184.4369406247928,579.2472222222221
Lister Hospital,9.647779479326188,7.9632465543644715,10.513016845329249,9.433384379785604,0.9445662894309649,0.5854374938716642,1.3016845329249618,0.8346094946401226,1.6845329249617151,1.3016845329249618,0.3167349067378983,0.19631072175359798,-0.07471585969816007,-0.09642857913369249,-0.06012991942830994,-0.07608290322111018,0.012757650987679628,0.007907128706039213,-0.32509908484724775,-0.5630547168608262,-0.17177935852406884,-0.3578385432138105,0.14949323998487987,0.09265516750574221,-0.38422487610487177,-0.42397320657593446,-0.35671598402841465,-0.38756522187716547,0.027008110557367467,0.01673949275538872,0.018920768396433182,0.01618570049278109,0.0229642291195358,0.019169420102050992,0.0023801067905079368,0.0014751783651111745,0.06817276748111209,0.0385332160771902,0.11336968117100224,0.07427626328532747,0.028568264404280095,0.017706468359336036,0.07170314861871915,0.06679388077286941,0.07880204396327538,0.07230114087855097,0.004811213762525921,0.002981966389368901,194.30585602344962,465.70196969696974
Luton and Dunstable Hospital,18.29710144927536,16.168478260869566,18.759057971014492,17.844202898550726,1.039805275224792,0.644466144148403,1.539855072463768,0.8061594202898551,1.8115942028985508,1.3768115942028987,0.3932082269589301,0.24370850573042957,-0.09957835708431204,-0.10448705149352551,-0.09384880845092976,-0.09958062284178942,0.004035673798174892,0.0025012905721104733,-0.19352645965946613,-0.33130632362474893,-0.03400528337912523,-0.19098262398610696,0.10583378264955548,0.06559525273619518,-0.4212251358539539,-0.4390396564971448,-0.3982951000263441,-0.41888556964337054,0.014743018350677841,0.00913764953492513,0.02356868986354345,0.02249681883422594,0.024475872379556698,0.023557909722653248,0.0007485354701990054,0.000463938565933103,0.04300454490101115,0.012172760799997292,0.06943982976246302,0.04243967547847636,0.02038340494922378,0.012633533128981113,0.07825965392953867,0.07423075793132523,0.08142696892220921,0.07787184923357383,0.0026090289923566116,0.0016170632086012077,176.70995642894457,399.5294444444445
Maelor Hospital,13.783783783783784,12.135135135135137,16.56756756756757,13.864864864864867,1.6067890216669203,0.9958798535906634,0.5405405405405406,0.2702702702702703,1.2297297297297294,0.7027027027027026,0.40690413659950325,0.25219716248854884,-0.08816867969133058,-0.09562133445442982,-0.05930728297850117,-0.08120164374566127,0.013982846133528641,0.008666498571040099,-0.18756394592802295,-0.42622268263891133,-0.010653938414511614,-0.18787267057516896,0.15253623302562677,0.0945411994757345,-0.3978311869360763,-0.44651607517896624,-0.3568294792660498,-0.3991460725970637,0.031729596861638586,0.019665846511869978,0.021418486333741646,0.016055605880047633,0.02281793881558104,0.02012386300607779,0.0026068114216171927,0.0016156887692731284,0.04214127510823709,0.007713774046988847,0.08797201036115006,0.04204473807413779,0.029446571439576148,0.018250838696650677,0.07414570831323367,0.06675084434043488,0.08264172290338359,0.0743204287981973,0.005603738644800286,0.0034731693743803166,189.04885880188493,384.335
Maidstone District General Hospital,9.351145038167939,7.528625954198473,10.916030534351144,9.255725190839694,1.2570657026316479,0.7791230777715388,0.38167938931297707,0.19083969465648853,0.9732824427480911,0.4770992366412212,0.3017440515427843,0.18701946417366927,-0.09480498824178282,-0.10273455215117591,-0.07664968035809656,-0.09122091301321449,0.009512696913316583,0.005895922290692551,-0.2726453929875802,-0.5523969201925738,0.038393525009465815,-0.28022360318106765,0.21292949441167214,0.1319726428674763,-0.3902308257119161,-0.42354567164114176,-0.36406908764150686,-0.3938866288793606,0.023607856052746755,0.014632031904853626,0.022642974466095075,0.01928223800776445,0.024125883098396094,0.021988696120257858,0.0017658324958309839,0.0010944542087980083,0.05861107806878817,-0.0018384681832419782,0.11217474430142782,0.05974584384373729,0.04109229312165736,0.025468799142806135,0.07281793672857494,0.06794927260622576,0.07865447368058213,0.0733819590130812,0.004217157948275408,0.002613773546784798,185.46065415542657,379.09166666666664
Medway Maritime Hospital,10.300429184549357,7.360515021459228,12.489270386266092,10.171673819742491,1.9199047392699056,1.1899474198974715,0.0,0.0,0.4291845493562232,0.17167381974248927,0.22162994828082502,0.13736514095437224,-0.08731907711936654,-0.11141405840605416,-0.04596053314237423,-0.08106282273606,0.02666052533006172,0.01652406115820218,,,,,,,-0.39257472806341265,-0.42660621565688067,-0.347401549591802,-0.3898367804777162,0.027591962240340426,0.017101361128098014,0.021250026332955585,0.013524073000316533,0.025753077331240312,0.02008985864518021,0.004977639382071594,0.0030851161616115216,,,,,,,0.07310598155532755,0.06516375777076402,0.0791593928745213,0.0726863444390769,0.004901341462452081,0.0030378270900561777,190.67989625028758,
Milton Keynes General Hospital,12.264150943396226,11.06132075471698,16.132075471698112,12.924528301886792,1.8630582696350473,1.1547142604137353,1.4150943396226416,0.0,2.1462264150943393,1.0377358490566038,0.8554383967758141,0.5301964687642281,-0.11095820764895786,-0.12122316807223743,-0.08780062796284972,-0.10745658823093433,0.012624055345739597,0.007824326790827243,-0.36958475834942495,-0.5724915817184899,-0.11696817788765318,-0.34702673607945406,0.17645772176963473,0.1093676193646001,-0.47534735682920504,-0.4982647981225252,-0.4299385024309383,-0.46859502514176044,0.026486628905098834,0.01641628101787468,0.025668143253688776,0.02137811754659097,0.027575440249465472,0.02502128175054834,0.0023353218112414083,0.0014474208574399156,0.07690472345052954,0.028393639140164333,0.11567924200458618,0.07264047822069071,0.033835613411478664,0.020971145107412076,0.08776532684095835,0.07976239056935326,0.0917723675453513,0.0865674139432022,0.004645051767595253,0.002878980010353055,159.46056194552298,342.28809523809525
Morriston Hospital,17.53393665158371,14.581447963800906,20.723981900452486,17.30769230769231,2.255519823339092,1.3979599817700308,0.22624434389140274,0.0,0.4524886877828055,0.22624434389140274,0.2133052130276162,0.13220551139918277,-0.08465240091896936,-0.10369175946977582,-0.0675050192363684,-0.08450672274967569,0.01304262697858185,0.00808375540952648,-0.002948077808762717,-0.27979637947548874,0.10475955610357612,-0.05599528082092298,0.18288491162944767,0.1133511597113904,-0.3841237735840396,-0.4164733664494261,-0.3594245549657446,-0.38715296788401427,0.020636204088811793,0.012790216779868635,0.020789327151873427,0.017572268397294144,0.024318960932117852,0.020751007415194967,0.0024305110072626525,0.0015064186482629492,0.006173028480729384,-0.014764438964241733,0.05995570619906499,0.01646046220402489,0.03551968249872045,0.02201492276174221,0.07173861565808465,0.06735175310266642,0.07745990350201397,0.07226881109170148,0.0036562293063297506,0.0022661127610295317,192.42436736184328,443.1666666666667
Musgrove Park Hospital,8.129175946547884,6.536748329621381,9.821826280623608,8.084632516703786,1.1787421869280355,0.7305785518258112,0.4454342984409799,0.0,1.2360801781737192,0.512249443207127,0.44605252816035046,0.27646114110067577,-0.08354989688672021,-0.10426306647375438,-0.07244674159983075,-0.08767825517319312,0.013354603777439543,0.008277117079652757,-0.17597455803741707,-0.3997624816362576,0.10475955610357612,-0.16760603349617284,0.20231287405454504,0.12539251431026546,-0.4006172108623381,-0.43369173676747746,-0.3423157769417211,-0.39584142782956927,0.032763490107464655,0.020306648409566253,0.020558249330853876,0.018498671884404745,0.024417240922899885,0.021324446687114678,0.0024862672894105362,0.0015409761149579766,0.03965220576882096,-0.014764438964241733,0.08228381578858608,0.03779675174925718,0.03891520619180295,0.024119451478787184,0.07468795292363276,0.064208703385438,0.08050374693705505,0.0737489632339942,0.0058397325175296175,0.0036194372043522743,186.66363191587863,458.15000000000003
New Cross Hospital,9.666203059805285,7.635605006954103,11.0778859527121,9.4019471488178,1.2563660406827497,0.778689430771319,1.1821974965229485,0.6954102920723227,1.6063977746870652,1.1543810848400555,0.3594074630192732,0.22275896015253094,-0.0952503631639387,-0.11003943064763654,-0.08249121432238826,-0.09581348056287,0.01106207558757375,0.00685621949615578,-0.4219954558949349,-0.6038652744830685,-0.3142902926567755,-0.4298254577761812,0.104452296117267,0.06473901424628714,-0.3928772685046097,-0.4451940358247006,-0.32713635758527154,-0.38793996554392207,0.04246847837675563,0.026321751927446846,0.022734326484472482,0.02032989310902383,0.025481370880083835,0.02282413587957261,0.002062540381753915,0.0012783522825386313,0.08649347020028261,0.06603824637136436,0.12123494257081346,0.08817537530538593,0.019914521293527415,0.012342921368451706,0.07305256533705459,0.06136985035623061,0.08237817894152052,0.07220320859363602,0.007556410960532681,0.004683425975389899,184.30569471550314,348.42636363636365
Norfolk and Norwich University Hospital,10.045924225028703,8.536165327210103,11.096440872560276,9.942594718714123,0.90918883278372,0.5635107219861322,0.1148105625717566,0.0,0.2296211251435132,0.10332950631458096,0.1005275586418959,0.06230648145595257,-0.09578298123463094,-0.11167422033605352,-0.08961362973956832,-0.09835756630096039,0.00824655657521775,0.005111174798938481,-0.16679612019511125,-0.37803262976626395,0.06588477831909811,-0.16864717080414102,0.18560573372699513,0.1150375117312348,-0.4091738579004806,-0.4272701288238283,-0.3896960076525966,-0.4075390070350486,0.0132866390102208,0.008234992854558865,0.022849828054805704,0.021705685799620067,0.0258073318912186,0.023328633015219438,0.0015333883488774349,0.0009503864812279265,0.03785868827563853,-0.00719146634989791,0.0786323030368184,0.038097412002240254,0.03578126939929045,0.022177053023231443,0.07616577721983278,0.07270265457931302,0.07939270037880884,0.0758748813652457,0.0023643746793263073,0.0014654276807531397,181.00218946753938,433.25
North Bristol Hospitals,13.134328358208954,12.440298507462687,13.977611940298507,13.19402985074627,0.5681234795470724,0.3521201103588574,4.776119402985075,3.9850746268656714,7.089552238805968,5.17910447761194,1.2003357532980212,0.7439621369916676,-0.10335409209661961,-0.1153081625039991,-0.09373073417608328,-0.10373464096376961,0.00808385039837315,0.005010330318804934,-0.4120187446718203,-0.5045834552882064,-0.2664933832364724,-0.39982221234255183,0.08627404193663137,0.053472222609159514,-0.40843848902196,-0.43870845252170426,-0.3849031448931782,-0.4120288603646264,0.01957084101596259,0.012129910039715974,0.024240400931420478,0.022439032845490293,0.026443559371875383,0.02430873072583149,0.0014993413938869517,0.0009292843476597298,0.08449591071764526,0.056794032065739644,0.102274780255132,0.082215451202085,0.01650018048070948,0.010226729894072431,0.0760135391507952,0.07180502896713825,0.08131550518065707,0.07663731616408921,0.003468910118763606,0.0021500132591207033,174.408246059369,375.76830135901344
North Devon District Hospital,7.123287671232877,5.726027397260274,8.424657534246574,7.095890410958904,0.9617266569425221,0.5960734044078482,0.410958904109589,0.0,1.520547945205479,0.6575342465753425,0.5946601130995327,0.3685673840087591,-0.09199929016120559,-0.1177883741397865,-0.06915513798153006,-0.09394388076125834,0.017364331917685546,0.010762326661869048,-0.04804539032982191,-0.7322705090177035,0.06672400715560906,-0.1962778925394279,0.3253430163711562,0.20164598534182426,-0.3621491374913468,-0.4182403903465443,-0.31702084645304557,-0.3624152010048358,0.036432666794678215,0.02258078589294893,0.022154250539206354,0.017887999151475178,0.026925640565934356,0.022505691711609006,0.003226288129307054,0.0019996373553276894,0.014812121557349258,-0.007381076417190597,0.14587129382245068,0.04323355941564616,0.06238150350937703,0.03866374598280146,0.06789285961703853,0.05981222494863764,0.07769625738202249,0.06785357043101722,0.006435256399347001,0.003988539947921407,188.3949607059607,537.8395833333333
Northampton General Hospital,9.279038718291055,8.271028037383179,11.154873164218959,9.492656875834445,1.0312017219756957,0.6391337045844452,0.26702269692923897,0.0,0.6942590120160208,0.29372496662216285,0.2728920287807012,0.169137123793792,-0.10920968413278012,-0.11639693456703107,-0.09893559180822191,-0.10813302956073881,0.0060901968518697405,0.0037746737545457515,-0.23102249337614483,-0.4857876837282723,0.041355949269692605,-0.20758982699061312,0.2087274542946635,0.1293682392774098,-0.4391952225816815,-0.4649719503485513,-0.4012108126057841,-0.4360249494371457,0.023906462556291315,0.01481710673236436,0.025345120561892746,0.023433337343577384,0.02667072793810289,0.025141219197299496,0.0011280182142031736,0.0006991400855121885,0.050384394946579175,-0.0024272607067281435,0.09907349810032853,0.04563500962225531,0.04021787638066802,0.024926839990576995,0.08144185825327682,0.07474869816502544,0.08594607274030851,0.0808709872685752,0.004213602916717263,0.0026115701558853677,165.2321746123081,379.9375
Northumbria Specialist Emergency Care Hospital HASU,11.610486891385769,10.280898876404494,12.95880149812734,11.535580524344569,1.0746736188093555,0.6660773702868052,0.0,0.0,0.290262172284644,0.0749063670411985,0.13093743422848333,0.08115437127751923,-0.1098045935671389,-0.12053114679824362,-0.09237136519031591,-0.10745240650021701,0.011834374133377807,0.00733488629830116,-0.5080312758643104,-0.8976774421737437,-0.053395531083865945,-0.4839610616157877,0.4695084858235755,0.2909990271382888,-0.43185950496422937,-0.459503883423855,-0.41378937627450557,-0.43484651977273436,0.01848172846003852,0.01145488348793372,0.025427881890346376,0.0222075468197025,0.02743154106008272,0.024998446786488177,0.002197222513033606,0.0013618275984459728,0.10376886595529805,0.015959062045644443,0.17622538922550665,0.09808246571846657,0.08917293165342732,0.05526894005482845,0.08016929713091754,0.07693798736129961,0.08500395525029227,0.08066471415333777,0.003266079159525777,0.0020242996381875378,170.48858258288016,283.6666666666667
Northwick Park Hospital HASU,13.74745417515275,12.606924643584522,15.814663951120163,13.930753564154784,1.2075788292930978,0.7484513595120195,0.0,0.0,0.5193482688391036,0.16293279022403256,0.2312204530336239,0.14330928815745028,-0.1222955109900841,-0.14238572393847035,-0.10833977915471112,-0.12379310943378166,0.012606702890606933,0.007813571825337734,-0.34535855412628147,-0.3650272635072789,-0.15695492788106497,-0.2957306374015111,0.11392164668553745,0.07060807068765151,-0.4605592700656083,-0.49341263067861935,-0.44696936301414986,-0.46556717280160836,0.01750105991556079,0.010847069995729042,0.027767101631739476,0.025159432344679718,0.03148264843641105,0.02804068237434863,0.0023370843192195376,0.0014485132511291576,0.07250365691845503,0.03614346261360131,0.07641758479264166,0.06296063738002353,0.022013716748908296,0.01364399228353308,0.0851594155226563,0.08276803957838896,0.09089446952091017,0.08604743238532911,0.003055444869558585,0.0018937495516328645,157.17905739039526,340.8333333333333
Peterborough City Hospital,11.46384479717813,9.682539682539682,12.92768959435626,11.287477954144618,1.1639617797309423,0.7214177288696142,0.1763668430335097,0.0,0.7231040564373894,0.26455026455026454,0.27886046385964536,0.17283633020635392,-0.08428079670367022,-0.09978997995407712,-0.06037955043854559,-0.08090616038698442,0.015692148286851,0.009725915554376782,-0.050739555034335915,-0.7127463154277569,0.10475955610357612,-0.14257491459114546,0.37321381299929673,0.23131606728440768,-0.3880228971235615,-0.39945778645598823,-0.37283242284311635,-0.3885650008078123,0.010330120020749822,0.006402557071970627,0.020691809133094076,0.01624239150760926,0.023598600132607693,0.02007474199741921,0.00292418544056605,0.0018123956096001634,0.01552745149313356,-0.014764438964241733,0.14100922016043982,0.032637431453947686,0.07100771510271524,0.04401022907596049,0.07241029708366849,0.06970655480423461,0.07435882736461205,0.07247879862463512,0.0018056297220227092,0.0011191203318911408,192.3809604409071,741.6428571428571
Pinderfields Hospital,13.297232250300844,12.021660649819495,14.21179302045728,13.273164861612514,0.8659987655816027,0.5367417328893591,0.5415162454873647,0.10830324909747294,1.1492178098676291,0.6377858002406739,0.3972942002218815,0.24624097166093595,-0.10251205152246318,-0.10877660714553236,-0.09527359680396405,-0.1018976351697624,0.005132011164798755,0.0031807950256738104,-0.37894175324446877,-0.6462025222552432,-0.2549228250226596,-0.4167628663549378,0.15057625176119332,0.09332641282462856,-0.4202209240274244,-0.4334655746702524,-0.400206480245838,-0.4192772912430784,0.011940548432084119,0.007400692601197745,0.024105073635472322,0.022756239128878794,0.025252244815455113,0.023984560025646803,0.0009496450353503028,0.000588585275362808,0.07880927538926503,0.05488222619051371,0.12933752549648606,0.08574247761049977,0.028612896629513274,0.017734131190816266,0.07805489984913058,0.07455248409866078,0.08038653197122375,0.07789636087592708,0.0020896618284652877,0.0012951620204792458,173.9554020426878,302.5243827160494
Prince Charles Hospital,10.103626943005182,9.417098445595855,12.085492227979273,10.518134715025905,1.0011313814293221,0.6204962568940964,0.0,0.0,0.2590673575129534,0.05181347150259068,0.10923238895227562,0.06770169203938009,-0.07760881813901493,-0.09210230338303506,-0.05812784573238982,-0.07650973726450343,0.012429730800830022,0.007703885403237451,,,,,,,-0.3617343469297732,-0.410493920756247,-0.3283414965200874,-0.3662026827681905,0.030152260596698482,0.018688221330586285,0.0194698362130147,0.015822106133228916,0.02214814163472762,0.019257253477575443,0.0023218908940258083,0.001439096441670392,,,,,,,0.0676410158407643,0.06180489405553856,0.07634352471014669,0.06847255822681265,0.0053511967638549245,0.0033166451711215267,199.2560586450473,
Prince Philip Hospital,13.541666666666668,9.722222222222223,15.277777777777779,12.98611111111111,2.2927186137804414,1.4210156072933184,0.0,0.0,0.6944444444444444,0.20833333333333331,0.3354485357914222,0.20790933607736237,-0.10046230693626954,-0.11366547857932816,-0.055846924958801225,-0.09022996410610726,0.022862680438324783,0.01417017576084037,0.10475955610357612,-0.38486455756684873,0.10475955610357612,-0.07658270821880346,0.3140940153659464,0.19467391040040616,-0.4248027274689989,-0.48398630557786465,-0.3772715250343157,-0.42418858870392084,0.03840580463286599,0.023803726923109836,0.02371402190170862,0.01541266439107141,0.02615354690141943,0.02179909644793184,0.004248506358834695,0.002633203135920085,-0.014764438964241733,-0.014764438964241733,0.08012183275725637,0.020378624636313125,0.06086957168978546,0.03772665815183541,0.07893632628003106,0.07043690511436958,0.08934142817342479,0.07878583611351117,0.00680273013969872,0.004216298346693778,178.48902204821326,559.0
Princess Alexandra Hospital,16.666666666666664,0.0,33.33333333333333,13.333333333333332,13.14684396244359,8.148348578405756,0.0,0.0,0.0,0.0,0.0,,-0.07939650491031136,-0.14120606337540542,-0.016662788958740765,-0.07912469388487708,0.06619776287401656,0.0410290445789908,,,,,,,,,,,,,0.0198057092917103,0.008096059904554271,0.03129946957949121,0.01974221249777644,0.012330855812997126,0.007642603176959445,,,,,,,,,,,,,188.0,
Princess Of Wales Hospital,11.74496644295302,10.369127516778523,14.647651006711408,12.248322147651006,1.6073946155704606,0.9962551976836718,0.33557046979865773,0.0,0.7046979865771804,0.30201342281879195,0.29382383750701785,0.18211055485951239,-0.09861973434661107,-0.12697031991109278,-0.06723360149523634,-0.098594785120348,0.021007774825374737,0.013020514476540096,0.10067229679121925,-0.11193142850600446,0.10475955610357612,0.039222878567955095,0.10305274583403815,0.06387157993328144,-0.3965880382614103,-0.42147440757825877,-0.35499358662559016,-0.3919831171898173,0.023911426067497823,0.014820183091952932,0.02337179885422056,0.017529606415155982,0.02865280631339646,0.02336328280573024,0.003913554275886405,0.00242560149884867,-0.013968914360279444,-0.014764438964241733,0.027370125031637327,-0.002015141399711099,0.02003999663835582,0.01242069036385305,0.07387122122374584,0.06648847994147347,0.07834389550523788,0.07308921900037194,0.004257782552680852,0.0026389524747846282,185.87988982422806,540.3888888888889
Princess Royal Hospital Haywards Heath,16.666666666666664,0.0,51.66666666666662,19.999999999999996,23.30686329267003,14.44547808739842,0.0,0.0,0.0,0.0,0.0,,-0.07560271447480305,-0.10174369682149931,-0.0714693920324666,-0.08207555562314417,0.016159831133507826,0.01001578305942874,,,,,,,-0.45574072356976225,-0.5439629726571185,-0.367518474482406,-0.45574072356976225,0.13862789018044072,0.08592087767269951,0.019148244834184952,0.018377374732203453,0.0240081853248705,0.020350912595568496,0.0030049287853410856,0.0018624399335833847,,,,,,,0.08441218699378966,0.06897517128106738,0.09984920270651194,0.08441218699378966,0.024256929981664916,0.015034324701595492,173.1,
Princess Royal Hospital Telford,11.477272727272727,10.392045454545455,12.5625,11.53409090909091,0.8128508990104142,0.5038009492109516,0.625,0.39204545454545453,1.1079545454545447,0.6704545454545454,0.2857276085703956,0.1770925523841934,-0.08645772047709885,-0.09570229469351513,-0.08092209559315446,-0.08734602497835023,0.005826758574177778,0.0036113960187133948,-0.5407469625925931,-0.741726557650385,-0.27855229310279794,-0.5324192230059858,0.1776623263697641,0.11011422731165144,-0.38228340285178936,-0.4080611762410057,-0.36645657176771956,-0.38354665983762415,0.015679368552158252,0.00971799473830004,0.021107777134743294,0.02007203427625883,0.022823860238280244,0.021272478377730417,0.001086404416058295,0.0006733480601466696,0.10898928980236572,0.05913212031246326,0.14738647592623988,0.10738198108102255,0.03377879163741098,0.020935927254118192,0.07136840170841163,0.068611583599915,0.07596960567138682,0.07162668283293261,0.0027659677155900133,0.001714333049637487,190.3327554582712,300.3416666666667
Princess Royal University Hospital HASU,9.556786703601109,7.271468144044321,12.673130193905816,9.806094182825486,1.985548300013387,1.2306329727490635,0.0,0.0,0.2770083102493075,0.0554016620498615,0.11679695882431688,0.07239017486759203,-0.0936417722541244,-0.1114878088753518,-0.06058271069939058,-0.09168218572383806,0.01962400554067129,0.012162861148025256,0.05233823342318855,0.005159043010839737,0.09951742383553736,0.05233823342318855,0.07413494549214043,0.04594847093619809,-0.4179734418206389,-0.4546210869111875,-0.3855579677802688,-0.4164097838716982,0.02685225561658648,0.01664289463733254,0.022450540341594227,0.016254673643969916,0.025759399328284364,0.022069052997813397,0.003664185203857226,0.0022710437867945847,-0.004553565796319964,-0.013743351647449557,0.004636220054809627,-0.004553565796319964,0.014440355317746494,0.008950060490652036,0.07765042910550327,0.0719112744315206,0.08414533738358923,0.07739626462184672,0.004753097043684816,0.00294594593573734,181.81285854230674,471.5
Queen Alexandra Hospital Portsmouth,14.72785485592316,13.815368196371399,15.816435432230522,14.759871931696907,0.7564085128985089,0.46881823868737627,0.5336179295624333,0.21344717182497333,0.8057630736392741,0.512273212379936,0.2062095588216213,0.12780766017135614,-0.11273195089356862,-0.12051251463393706,-0.10293467999955805,-0.11164344168858012,0.006713440713665696,0.004160957204001184,-0.31064469708368203,-0.5669579399779677,-0.13385581498916893,-0.35728187486541924,0.16641393756911022,0.10314253181157595,-0.42817117842756414,-0.45463083374632435,-0.4098932744516253,-0.4325894248975019,0.01744800050100488,0.010814184034170338,0.02598730977321135,0.024178331333676195,0.027430233524882875,0.02578765054669997,0.0012440983445159896,0.0007710859736293381,0.06563208806878879,0.03165050618510469,0.11471923088423848,0.0744644844006422,0.03196677809456509,0.01981285026179372,0.07949792952091544,0.07625554704760334,0.08411174492835298,0.0802599958240159,0.003066585954547773,0.0019006547407636465,167.1647716514695,327.83273809523814
Queen Elizabeth Hospital Edgbaston,9.78886756238004,7.955854126679463,11.190019193857966,9.616122840690979,1.2519405465988451,0.7759465315226208,3.838771593090211,2.946257197696737,4.712092130518234,3.81957773512476,0.6232669931136304,0.38629778613122934,-0.1028721087171958,-0.1157529791395081,-0.09031344084553418,-0.10307476853662767,0.009021569065907899,0.005591523690642225,-0.5805121735090583,-0.745501141077603,-0.48764022800207285,-0.5991412380606027,0.09615311965386093,0.05959522590204913,-0.40179685896270595,-0.4257010194748026,-0.3587640303566064,-0.3964966871756067,0.02396092223225044,0.01485086056898477,0.02416822786423836,0.021819055682667784,0.026535277918923416,0.024193095514608538,0.0016727250736308782,0.0010367466910476998,0.11649189118345943,0.09893576116064612,0.14763138318632177,0.12007773889086523,0.01818221231288848,0.011269244867835107,0.07479419919181508,0.0671332685756248,0.07906048395390775,0.07386908779941367,0.004259604864579721,0.0026400819346468624,179.6516461175085,290.31722617819054
Queen Elizabeth Hospital Kings Lynn,16.38888888888889,14.11111111111111,16.953703703703702,16.09259259259259,1.22356205399839,0.7583576827845686,0.0,0.0,0.3703703703703704,0.0925925925925926,0.1573771454812588,0.09754157296755647,-0.10463558170853285,-0.1172297312271151,-0.07746050026433524,-0.10138850423707928,0.014929598386219727,0.009253290914081183,,,,,,,-0.4176994580605785,-0.4284020477241269,-0.412278475869037,-0.41946523009720443,0.005889274838407025,0.0036501432887209306,0.024511460697444643,0.019416517374956605,0.026823143822062166,0.023889541962121043,0.002784366506711656,0.0017257365289750914,,,,,,,0.07767664162477464,0.0767382964944004,0.0795117952126143,0.07796738854064647,0.001027986619460785,0.000637141000017355,176.23035822191795,
Queen Elizabeth the Queen Mother Hospital,11.1353711790393,9.126637554585152,14.213973799126638,11.397379912663755,1.9139948266173499,1.1862844853940633,0.21834061135371177,0.0,0.43668122270742354,0.21834061135371177,0.2301512125304497,0.1426465782052441,-0.10835518765287758,-0.12139241539327758,-0.08003612195726967,-0.10532773760724456,0.016255458382952063,0.01007505235358723,-0.15981618055030022,-0.3648503118744699,-0.04454494779754504,-0.17807686028152583,0.14346818324912425,0.0889208672715677,-0.45396764934756767,-0.48412420770140846,-0.4282668629929736,-0.4568617115850854,0.021007591899461574,0.013020401099967827,0.025182837361214933,0.019896686085445793,0.02760247733194342,0.024614812955747287,0.0030265940697149734,0.001875867969211787,0.03675316213477031,0.014320368626452107,0.07636597850009413,0.04023128276223063,0.02777961570122551,0.01721766781094937,0.08386279824635201,0.0794902388029722,0.08936446719712973,0.08449367501943633,0.00370979496423939,0.002299312489704053,163.40626465987788,380.4
